Name,SMILES,Enthalpy,Entropy,Cp_300,Cp_400,Cp_500,Cp_600,Cp_700,Cp_800,Cp_900,Cp_1000,Cp_1100,Cp_1200,Cp_1300,Cp_1400,Cp_1500
DTXSID101034598,OC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(O)(=O)=O,-1109.1287123895663,201.22514531160803,125.4383779737297,148.1411465919684,165.5605852873469,178.61168722336916,188.4025640203182,195.86329709104413,201.66414623624883,206.2642619527844,209.9765303162784,213.01738861853687,215.54001058337087,217.65546331134166,219.44613777320768
DTXSID101034629,OS(=O)(=O)CC(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-896.7187932194917,182.93769337344904,107.38602349701053,127.15945952544823,142.41690120917346,153.92431809023608,162.62786606079445,169.31668384616503,174.55790296951386,178.74108703576627,182.13372129573764,184.92284880406277,187.2424588967115,189.190871150212,190.84180105042276
DTXSID101035203,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(\F)=C(/F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-1393.8929329424868,237.52545044227836,155.9580433982014,182.14936320797847,201.83347228080322,216.35151476949983,227.04522754456872,235.00955686122552,241.03991301235956,245.68864003495722,249.33534673695982,252.2425237788724,254.5941680212325,256.52142022567926,258.1193856953679
DTXSID101035215,OS(=O)(=O)OC(F)C(F)C(F)C(F)C(F)C(F)C(F)C(F)C(F)C(F)(F)C(F)(F)F,-856.3471426392341,187.23763084010673,108.23175843181538,130.77134218849218,149.18580076696938,163.559496667885,174.73162680635028,183.53329146979542,190.58879388797789,196.33498628822676,201.07703610462946,205.03307771919881,208.36350862714053,211.18933559743027,213.6037678140268
DTXSID101035572,OS(=O)(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-959.7288452640671,179.13827334004287,105.78012321553709,124.61691732429195,138.91571219135446,149.5386859711789,157.4438210306083,163.41595120766027,168.0170405018757,171.6317271867874,174.5221110491145,176.8692393707196,178.80077788702513,180.40876726335733,181.76098145550932
DTXSID101035641,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(\F)=C(/F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-1298.4825559351464,225.33412063544907,145.54863603367775,169.9822094939509,188.34546826471225,201.8928616573661,211.87589714870168,219.31495789899319,224.95108862842767,229.29882798818267,232.71179284806195,235.43451632419956,237.6384374173662,239.44578197858218,240.9452252363065
DTXSID101035853,OC(=O)CCS(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-960.5486037038401,200.02592931916647,124.082324272301,148.60930869273588,167.85948138174953,182.57819727701903,193.87058170238927,202.6819512480022,209.69174333482826,215.3658850548726,220.02549388927721,223.89745126760448,227.14679313054253,229.8968002167592,232.24160686183853
DTXSID101036087,OC(CC(O)=O)SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-1172.6854148561226,225.76334903324008,145.81104400046803,173.55408741311996,195.2529645907234,211.76832193639828,224.3628814245852,234.12536775187667,241.8431453816089,248.05693140561817,253.13797675574781,257.3465420602041,260.8700843510024,263.84721906898665,266.3828123074669
DTXSID101036225,OCC(SCCC(O)=O)C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-1016.205415211434,212.33302502045598,134.2742827055786,160.52127046493567,181.3699336268349,197.41742808961035,209.78637685659822,219.47996443325124,227.22870913986,233.53449861030882,238.74220748145228,243.09453817565884,246.76757793972396,249.89283327512163,252.57093484249523
DTXSID101036532,OC(CSC(=O)CCC(F)(F)C(F)(F)F)C(O)=O,-432.4590847254512,138.86294400766886,69.22638256857194,83.95621782916069,95.88928399861642,105.2756025469116,112.68946291748713,118.64840252705393,123.52697062596359,127.58194426796602,130.99143567886537,133.88355079670373,136.3540989802817,138.47708815869834,140.31104973689705
