SMILES,NAME,Name,LogFile
CCCCCCCCCC(F)(F)C(F)(F)C(F)(F)F,DTXSID10895166,,
CCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID10895207,,
CCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID10895227,,
FC(F)(F)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID10895242,,
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID10895267,,
F\C(=C(\F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,DTXSID10895287,,
F\C=C(/F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID10895303,,
CCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID10895308,,
CCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID10895343,,
CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID10895383,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID10895409,,
FC1C(F)C(F)(F)C(F)(F)C1(F)F,DTXSID201002904,,
FC1C(F)(F)C(F)(F)C(F)C(F)(F)C1(F)F,DTXSID201020300,,
FC=CC(F)(C(F)(F)F)C(F)(F)F,DTXSID201026689,,
CCC(F)=C(F)C(F)(F)C(F)(F)F,DTXSID201026691,,
FC1CCCCC1(F)F,DTXSID201026827,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C1CC2CCC1C2,DTXSID201027087,,
FC1=C(F)C(=C(F)C2=C1C(F)(F)C(F)(F)C2(F)F)C(F)(F)F,DTXSID201027625,,
FC(C(F)(F)F)C(F)(F)C=C,DTXSID201032652,,
CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID201032876,,
CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID201032888,,
FC(F)CC(F)C(F)F,DTXSID201036997,,
FC1=CC2C(=CC1(F)C(F)(F)C2(F)F)C(F)(F)F,DTXSID201045619,,
FC(F)(F)C(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,DTXSID201151200,,
FC(F)(F)C(F)(C1=CC=CC2=CC=CC=C12)C(F)(F)F,DTXSID201189588,,
CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)=C(F)F,DTXSID201260683,,
FC1(F)C=CC1(F)F,DTXSID201306758,,
FCC(F)(F)CF,DTXSID201311185,,
FC(F)C(F)(F)C(F)(F)C=C,DTXSID201348134,,
CC(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,DTXSID201348827,,
CC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,DTXSID201348891,,
FC(=C1C2=C(F)C(F)=C(F)C(F)=C2C(F)(F)C1(F)F)C(F)(F)F,DTXSID201353323,,
CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID20163727,,
FC(F)(C=C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C,DTXSID20170895,,
FC(F)(F)C(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,DTXSID20187140,,
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID20188995,,
FC1(F)CCC1(F)F,DTXSID20190836,,
FC(F)(C1=CC=CC=C1)C(F)(F)C1=CC=CC=C1,DTXSID20195280,,
FC1(F)C2CC3=CC=CC=C3C2C1(F)F,DTXSID20304976,,
FC1=C(F)C(F)(F)C(F)(F)C(F)=C1F,DTXSID20343926,,
FC1(F)C(F)(F)C2(F)C(F)(C1(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)F,DTXSID20626382,,
FC(C(C(F)(F)F)C(F)(F)F)C(F)(F)C(F)(F)F,DTXSID20628003,,
FC1=C(F)C(F)(F)C1(F)F,DTXSID2073229,,
CCCCC\C=C(/F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID20758056,,
FC1=C(F)C(=C(F)C(F)=C1C1=C(F)C(F)=C(C(F)=C1F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,DTXSID20787982,,
CC(=C)C1=CC=CC=C1CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID20790991,,
CC1=CC=C(C=C1)C1C(F)(F)C1(F)F,DTXSID20840849,,
FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)C(F)(F)F,DTXSID20870500,,
FC(F)(F)C1(F)C(F)(F)C(F)(F)C1(F)C(F)(F)F,DTXSID20880189,,
FC(C(F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,DTXSID20881010,,
CCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID20881393,,
FC(F)(F)C(C#CC(F)(F)C(F)(F)C(F)(F)F)=C1CCCC1,DTXSID30895683,,
FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,DTXSID20893310,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C12F,DTXSID20893335,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,DTXSID20893355,,
CCCCCC(F)(F)C(F)(F)C(F)(F)F,DTXSID20895157,,
CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)F,DTXSID20895177,,
CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID20895192,,
FC=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID20895218,,
CCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID20895273,,
CCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID20895334,,
FC(F)(F)C(F)(F)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID20895339,,
CCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID20895354,,
CCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID20895359,,
CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID20895374,,
CCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID20895399,,
FC(F)(F)C(F)(F)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID20895415,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C#CC1=CC=CC=C1,DTXSID20895511,,
FC1=C(F)C(F)=C(C(F)=C1F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID20895753,,
CC1=CC=C(C)C(=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID20895915,,
FC(F)(F)C(F)(F)C(F)(F)C(CC=C)(C(F)(F)F)C(F)(F)F,DTXSID80545621,,
CC1=C(C)C=C(C=C1)C1(C2=CC(C)=C(C)C=C2)C(F)(F)C(F)(F)C(F)(F)C1(F)F,DTXSID80577063,,
CC(F)(F)C(F)(F)C(F)F,DTXSID80577407,,
FC(C(F)(F)F)C(F)(F)C1CCCC=C1,DTXSID80614624,,
CC(F)C(F)C(F)(F)F,DTXSID80620124,,
FC(F)=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID80622108,,
FC(F)(F)C1(F)C(F)(F)C(F)(C(F)(F)F)C1(F)F,DTXSID8065379,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C,DTXSID8067076,,
FCC(F)F,DTXSID8073182,,
FC1=C(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,DTXSID8074659,,
FC(F)(F)C(F)(C=CC(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,DTXSID80748832,,
FC1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,DTXSID8075384,,
FC(F)(F)C(=C(C(F)(F)F)C(F)(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,DTXSID80760458,,
CCCCC(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID80767604,,
FC(=C(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F)C(F)(F)F,DTXSID80785828,,
CC1=C2C(CC(F)(F)C2(F)F)=CC=C1,DTXSID80840840,,
FC(F)(F)C(F)(C(F)(F)F)C1(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C1(F)F,DTXSID80871518,,
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID80871634,,
FC(F)(C=C)C(F)(F)C(F)(F)C(F)(F)C=C,DTXSID80880145,,
CCCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID80881379,,
FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C1(F)F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C1(F)F,DTXSID80893316,,
CCCC(F)(F)C(F)(F)C(F)(F)F,DTXSID80895153,,
CCCCCCC(F)(F)C(F)(F)C(F)(F)F,DTXSID80895158,,
CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID80895173,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C=C,DTXSID80895193,,
F\C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID80895214,,
CCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID80895234,,
CCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID80895254,,
CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID80895310,,
CCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID80895330,,
CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID80895355,,
CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID80895375,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C,DTXSID80895451,,
CC1=CC=C(C=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID80895653,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC2=CC=CC=C2C1,DTXSID80895693,,
F\C(=C(\C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,DTXSID80896327,,
FC1=C2C(=C(F)C(F)=C1F)C(F)(C(F)(C(F)(F)F)C(F)(F)F)C2(F)F,DTXSID80896387,,
FC(F)(F)\C=C\C(F)(F)C(F)(F)C(F)(F)F,DTXSID80896660,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)\C=C/C1=CC=CC=C1,DTXSID80896685,,
FCC(F)(F)C(F)(F)F,DTXSID80987047,,
FC1C(F)(F)C(F)C(F)(F)C(F)(F)C1(F)F,DTXSID901020301,,
FC(F)(F)C(F)(F)C1=CC=C2C=CC=CC2=C1,DTXSID901022264,,
FCCC(F)C(F)(F)F,DTXSID901026678,,
FC1=C2C(=C(F)C1(F)F)C1(F)C(F)=C(F)C2(F)C(F)(F)C1(F)F,DTXSID901045527,,
FC1=C(F)C2(F)C3(F)C(F)=C(F)C(F)(C3(F)F)C2(F)C1(F)F,DTXSID901045739,,
FC1=C(F)C2(F)C(F)=C(F)C(F)=C(F)C2(F)C1(F)F,DTXSID901045741,,
FC(F)(F)C1(F)C(F)(F)C1(F)F,DTXSID901045777,,
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)=C(F)F,DTXSID901208951,,
FC(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID20379700,,
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,DTXSID20379785,,
FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,DTXSID20379806,,
C\C=C\C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID20379927,,
FC(F)(F)C(F)(C=C)C(F)(F)F,DTXSID20380674,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C,DTXSID20382072,,
CCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID20402082,,
FC(F)(F)C1(F)C(F)(F)C(F)(F)C1(F)F,DTXSID20431978,,
CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID20440585,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C#C,DTXSID20505825,,
FC(F)(F)C(=C(C(F)(F)F)C(F)(F)C(F)(F)F)C(F)(F)F,DTXSID20507566,,
FC(F)(F)C(CC=C)(C(F)(F)F)C(F)(F)F,DTXSID20508891,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=CC=C1,DTXSID20512034,,
CC1=C(F)C(F)(F)C(F)(F)C2=C1C(F)=C(F)C(F)=C2F,DTXSID20518354,,
FC(C1=CC=CC=C1)C(F)(F)F,DTXSID20528357,,
FC1=C(F)C(F)=C(C(F)=C1F)C1=C(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,DTXSID20530076,,
[H]C12CC([H])(C=C1)C(F)(F)C2(F)F,DTXSID20539241,,
CCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID901253213,,
CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID901349121,,
CC(F)(F)C(F)(F)F,DTXSID90171137,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C,DTXSID90180087,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID90184727,,
FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C1(F)F,DTXSID90277906,,
FC1=C(F)C2(F)C(CC1(F)C2(F)F)C=C,DTXSID90337498,,
FC(F)(F)C(F)(F)C(F)(F)C(C=C)(C(F)(F)F)C(F)(F)F,DTXSID90338647,,
FC1=C(F)C2(F)CCC1(F)C2(F)F,DTXSID90342704,,
FC(F)(C=C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C,DTXSID90371872,,
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)=C,DTXSID90379833,,
CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID90381976,,
FC(F)(F)C(F)(F)C(F)(F)C#C,DTXSID90382049,,
FC1(F)C(F)(F)C(F)(F)C1(F)F,DTXSID9041811,,
FC(C(F)(F)F)C(F)(F)C1CCCCC1,DTXSID90445421,,
FC(F)(F)C(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID90448210,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC=C,DTXSID90455222,,
FC(F)C(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID90475662,,
FC(F)=C(C1=CC=CC=C1)C(F)(F)C(F)(F)F,DTXSID90500706,,
CC(F)C(F)(F)F,DTXSID90503373,,
FC(F)=C1C(=C(F)F)C(F)(F)C1(F)F,DTXSID90509931,,
FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)=C(F)F,DTXSID90510385,,
FC(F)(F)C1=C(C(F)(F)F)C(F)(F)C(F)(F)C1(F)F,DTXSID90526567,,
CC(C)C(F)(F)CF,DTXSID90527812,,
FC1=C(F)C(F)=C(C2=C1C(F)(F)C(F)(F)C2(F)F)C(F)(F)F,DTXSID90540147,,
FC(F)=C(F)C(F)(F)C(F)(F)C(F)=C(F)F,DTXSID90557351,,
CC1=CC(=CC=C1)C(F)(F)C(F)(F)F,DTXSID90568801,,
CC(C)C(F)(F)C(F)C(F)(F)F,DTXSID90574700,,
FCC(F)C(F)(F)CF,DTXSID90620130,,
FC(F)C(F)(C(F)F)C(F)(F)F,DTXSID90623080,,
CC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID90711052,,
FC(=C(F)C(F)(F)C(F)(F)F)C(F)(F)F,DTXSID9072604,,
FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,DTXSID9074721,,
FC(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,DTXSID90759611,,
CC(C)=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID90764184,,
F[C@H]1C(F)(F)[C@H](F)C(F)(F)C(F)(F)C1(F)F,DTXSID90776429,,
FC1=C(F)C(F)(C(F)(F)C(F)(F)C1(F)F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,DTXSID90813489,,
FC(F)(F)C(=C)CC(F)(F)C(F)(F)F,DTXSID90848135,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC=C,DTXSID90871327,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID90872298,,
CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID90880979,,
CCCCCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID90881380,,
FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F,DTXSID90893342,,
CCCCCCCCC(F)(F)C(F)(F)C(F)(F)F,DTXSID90895164,,
CCCC=CC(F)(F)C(F)(F)C(F)(F)F,DTXSID90895189,,
CCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID90895205,,
CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID90895260,,
CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID90895280,,
FC(F)(F)C(F)(F)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID90895285,,
CCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID90895321,,
F\C(=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,DTXSID90895386,,
CCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID90895422,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC(=CC=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID90895760,,
F\C=C/C(F)(C(F)(F)F)C(F)(F)F,DTXSID90896297,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=CC=C1,DTXSID20454425,,
FC(F)(F)C(F)(F)C(F)(F)C(CC1=CC=CC=C1)(C(F)(F)F)C(F)(F)F,DTXSID20458928,,
CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID20459495,,
FC1(F)CC(F)(F)C(F)(F)C1(F)F,DTXSID20461619,,
FC(F)(F)C(F)(F)C1CC(F)(F)C1(F)F,DTXSID20476021,,
FCC(F)(F)C(F)(F)CF,DTXSID20577406,,
CCCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID10881382,,
FC(F)(F)C1(F)C(F)(F)C(F)(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)C1(F)C(F)(F)F,DTXSID10393516,,
CCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID80895390,,
CCC1=C(C(=CC=C1C(O)=O)C(F)(C(F)(F)F)C(F)(F)F)S(C)(=O)=O,DTXSID20896422,,
CC(C)S(=O)(=O)C1=C(C)C(=CC=C1C(F)(C(F)(F)F)C(F)(F)F)C(O)=O,DTXSID20896427,,
CCCS(=O)(=O)C1=C(CC)C(=CC=C1C(F)(C(F)(F)F)C(F)(F)F)C(O)=O,DTXSID20896442,,
CCC1=C(C(=CC=C1C(O)=O)C(F)(C(F)(F)F)C(F)(F)F)S(=O)(=O)CC(C)C,DTXSID20896447,,
OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID20904576,,
OS(=O)(=O)C(F)(F)C(F)OC(F)(F)F,DTXSID20904753,,
FC1C2=C(SC1(F)F)C1CCC2C1,DTXSID20907608,,
[H]C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(O)(=O)=O,DTXSID301019223,,
CC1=C(C=C(S1)C1=CC=C(O)C=C1)C1=C(C2=C(C)SC(=C2)C2=CC=C(O)C=C2)C(F)(F)C(F)(F)C1(F)F,DTXSID301022266,,
FC(F)C(F)(F)CSCC1=CC=CC=C1,DTXSID301022959,,
CCCS(=O)(=O)C(F)(F)C(F)(F)F,DTXSID301026682,,
CC1=C(C2=CC=CC=C2S1)C1=CC(F)(F)C(F)(F)C1(F)F,DTXSID301026737,,
CCC(COS(=O)(=O)C(F)(F)C(F)(F)F)OS(=O)(=O)C(F)(F)C(F)(F)F,DTXSID301026882,,
FC(F)(F)C(F)(F)CS(=O)CC(F)(F)C(F)(F)F,DTXSID301027030,,
OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,DTXSID301032229,,
OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)C(F)(F)F,DTXSID301032324,,
OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)=C(F)C(F)(F)F,DTXSID301032598,,
OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)C(F)(F)F,DTXSID301032605,,
OS(=O)(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID301033691,,
OCC(SCCC(O)=O)C(CO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID301034594,,
OC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(O)(=O)=O,DTXSID301034601,,
OS(=O)(=O)CC(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID301034651,,
FC(F)(F)C(F)(F)CCS,DTXSID301034744,,
OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,DTXSID301034794,,
OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)C(F)(F)F,DTXSID301034813,,
OS(=O)(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID301034837,,
OS(=O)(=O)C1=CC=C(OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,DTXSID301035104,,
OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)C(\F)=C(/F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID301035116,,
OS(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID301035742,,
OS(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID301035754,,
