SMILES,NAME,Name,LogFile
CC(C)(C)C(F)(F)C(F)(F)F,DTXSID60631753,,
FC(=CC(F)(F)F)C(F)(F)C(F)(F)F,DTXSID60694202,,
FC(F)(F)C(CC#C)(C(F)(F)F)C(F)(F)F,DTXSID60698482,,
FCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID60706091,,
CC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID60709981,,
FC(F)(F)C(=C(C(F)(F)F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,DTXSID60712076,,
FC1C(F)C(F)(C(F)C(F)(C(F)(F)F)C1(F)F)C(F)(F)F,DTXSID60785482,,
CC1=CC2=C(C=C1)C(F)(F)C(F)(F)C2,DTXSID60840843,,
FC1=C(F)C(F)=C(C(F)=C1F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID60850649,,
FC(F)(C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F)C1(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C12F,DTXSID60881337,,
CCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID60881377,,
FC(F)(F)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID30895300,,
CCCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID30895320,,
CCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID30895325,,
FC(F)(F)C(F)(F)C(F)(F)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID30895340,,
CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID30895380,,
CCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID30895385,,
CCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID30895406,,
CC1=CC=C(C=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID30895623,,
FC1=CC(F)=C(F)C(=C1F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID30895628,,
FC(F)C(F)F,DTXSID60883371,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,DTXSID60893354,,
[H]C#CC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID60893374,,
C\C=C\C(F)(F)C(F)(F)C(F)(F)F,DTXSID60895171,,
CCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID60895176,,
CCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID60895232,,
CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID60895252,,
CCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID60895257,,
FC(F)(F)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID60895338,,
CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID60895353,,
CCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID60895398,,
FC(F)(F)C(F)(F)C(F)(F)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID60895419,,
FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID60895510,,
FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID60895515,,
C\C=C\C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID60896668,,
FC1C(F)C(F)(F)C(F)(F)C(F)C1(F)F,DTXSID60944799,,
CCC(F)(F)C(F)(F)F,DTXSID701026672,,
FC(F)(F)C1(F)CCC1(F)F,DTXSID701026696,,
CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID701032926,,
CC1=C(C)C(F)=C2C(=C1F)C1(F)C(F)=C(F)C2(F)C(F)(F)C1(F)F,DTXSID701045519,,
FC1C(F)(F)C(F)(F)C(F)(F)C1(F)F,DTXSID701045545,,
F\C=C1\CC2(F)C=CC1(F)C(F)(F)C2(F)F,DTXSID701045626,,
FC1=C(F)C2(F)C(=C)CC1(F)C(F)(F)C2(F)F,DTXSID701045638,,
CCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID701247113,,
FC1=CC(F)(F)C(F)(F)C(F)(F)C1(F)F,DTXSID701348903,,
CC(F)(F)C(F)C(F)F,DTXSID701352837,,
CC(F)C(F)(F)C(F)F,DTXSID701358780,,
FC(F)(C=C)C(F)(F)C=C,DTXSID70170108,,
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID70335836,,
FC1CC=CCC1(F)F,DTXSID70338882,,
FC(F)(F)C#CC(F)(F)C(F)(F)F,DTXSID70343294,,
CC=CC(F)(F)C(F)(F)C(F)(F)F,DTXSID70379270,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C#C,DTXSID70379997,,
CC1=CC(F)(F)C1(F)F,DTXSID70548580,,
FC(F)(F)C(F)(F)C1=CC=CC2=CC=CC=C12,DTXSID70556049,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=CC2=CC=CC=C12,DTXSID70558861,,
FCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID70593893,,
FC(CC(F)(F)F)C(F)(F)F,DTXSID70380841,,
CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID70381979,,
FC(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,DTXSID70432935,,
FCC(F)(F)C(F)C(F)F,DTXSID70453766,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,DTXSID70465985,,
FC1C2=C(C(F)=C(F)C(F)=C2F)C(F)(F)C1(F)F,DTXSID70507374,,
CC(F)C(F)(F)C(F)(F)F,DTXSID70514306,,
FC1C(F)(F)C(F)(F)C(F)=C(F)C(F)(F)C1(F)F,DTXSID70515737,,
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID70599471,,
CCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID70611905,,
FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,DTXSID7061982,,
FC(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,DTXSID70660317,,
FC=C(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID70705873,,
CCCC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID70706284,,
FC1=C(F)C(F)(F)C(F)(F)C1(F)F,DTXSID7073193,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C,DTXSID7074616,,
CC1=CC=C(C=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID70750727,,
FC(F)(F)C1(F)CC(F)(F)C1(F)F,DTXSID70752206,,
CC(C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,DTXSID70766363,,
CCCCC\C=C(/F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID70848037,,
CC(C)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID70871522,,
FC(F)(C(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,DTXSID70880119,,
FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID70880139,,
F\C(=C(\F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,DTXSID70880159,,
FC(=C(C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,DTXSID70880250,,
F[C@@H]([C@H](F)C(F)(F)C(F)(F)F)C(F)(F)F,DTXSID70881348,,
FCC(F)C(F)(F)F,DTXSID70883382,,
CCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID70895167,,
CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID70895187,,
CCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID70895263,,
FC(=C(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,DTXSID70895283,,
CCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID70895288,,
CCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID70895309,,
CCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID70895364,,
CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID70895384,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID70895460,,
CCCCC\C=C\C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID70895465,,
FC(F)(F)C1(C(F)(F)F)C(F)(F)C(F)(F)C1(F)F,DTXSID70897525,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)\C=C/C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID801021201,,
FC(F)(F)C(F)(F)C#CC1=CC=CC=C1,DTXSID801023033,,
FC(F)=CC(F)(F)C(F)(F)C(F)(F)F,DTXSID801026687,,
CC1C(F)(F)C(F)(F)C(F)(F)C1(F)F,DTXSID801026825,,
CC(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID801032624,,
FC(F)C(F)(F)C(F)(F)C(F)(F)C=C,DTXSID801032929,,
FC1(F)C2C3C(C2C(F)(F)C3(F)F)C1(F)F,DTXSID801045524,,
CC1=C(C)C2(F)C3=C(C4(F)C=CC3(F)C(F)(F)C4(F)F)C1(F)C(F)(F)C2(F)F,DTXSID801045629,,
CC1=C(C)C2(F)C=CC1(F)C(F)(F)C2(F)F,DTXSID801045631,,
FC(C(F)C(F)C(F)(F)F)C(F)C(F)(F)F,DTXSID801289685,,
FC(F)(F)C(C1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F)(C(F)(F)F)C(F)(F)F,DTXSID001021607,,
F[C@H]1[C@@H](F)C(F)(F)C(F)(F)C1(F)F,DTXSID001022279,,
FC(F)C(F)=C(F)C(F)(F)C(F)(F)F,DTXSID001026695,,
FC(F)(F)C=CC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,DTXSID001026714,,
CCCCCCCCCCC(F)(F)C(F)(F)F,DTXSID001033492,,
CC1=CC(F)=C2C(=C1F)C1(F)C(F)=C(F)C2(F)C(F)(F)C1(F)F,DTXSID001045520,,
FC1=C2C(=C(F)C(F)(F)C1(F)F)C1(F)C(F)=C(F)C2(F)C(F)(F)C1(F)F,DTXSID001045544,,
FC(F)(C=C)C(F)(F)C1CC(F)(F)C1(F)F,DTXSID001045570,,
FC(F)(F)C(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C1(F)F,DTXSID001119561,,
FC(F)(F)C1=C(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)C(F)(C(F)(F)F)C1(F)F,DTXSID001162091,,
CC(C)C1=CC=CC(=C1)C(F)(F)C(F)(F)F,DTXSID001194288,,
CC1(C)CCCCC1C(F)(F)C(F)(F)F,DTXSID001209045,,
CCC(F)(F)C(F)(F)C(F)(F)F,DTXSID001334004,,
CCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID001334016,,
CC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,DTXSID001348857,,
FC(C(F)(F)F)C(F)(F)C(F)C(F)(F)F,DTXSID001358741,,
FC(F)C(F)(F)C(F)C(F)(F)C(F)(F)F,DTXSID001358789,,
FC(=C(C(F)(F)F)C(F)(F)F)C(F)(F)C(F)(F)F,DTXSID00166413,,
FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,DTXSID00184314,,
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID00187143,,
FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID00188998,,
FC1(F)CC1(F)F,DTXSID00192272,,
FC1(F)C2=C(C(F)(F)C(F)(F)C1(F)F)C(F)(F)C(F)(F)C(F)(F)C2(F)F,DTXSID00203453,,
FC(F)(F)C1(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,DTXSID00244104,,
CC(F)(F)C(F)(F)C(F)(F)C(F)F,DTXSID00338350,,
FC(=C(C1=C(C(F)=C(F)C(F)=C1F)C(F)(F)F)C(F)(F)C(F)(F)F)C(F)(F)F,DTXSID00338673,,
FC1=C(F)[C@]2(F)C3=C([C@@]4(F)CC[C@]3(F)C4(F)F)[C@@]1(F)C(F)(F)C2(F)F,DTXSID801353464,,
FCC(F)C(F)C(F)F,DTXSID801358757,,
FC(F)(F)C(F)(F)C=C,DTXSID80190837,,
FC1(F)C=CC(F)(F)C(F)(F)C1(F)F,DTXSID80228205,,
FC(F)C(F)(F)C=CC(F)(F)C(F)F,DTXSID80337467,,
FC(F)(F)C(F)(F)C1(C=CC=CC=C1)C(F)(F)C(F)(F)F,DTXSID80346236,,
FC(C(F)(F)F)C(F)(F)C(F)(F)F,DTXSID80379701,,
FC(F)(F)C1(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(C(F)(F)F)C1(F)F,DTXSID80380039,,
CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID80381980,,
FC(=C(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,DTXSID80402088,,
CCC(C)C(F)(F)C(F)C(F)(F)F,DTXSID80445031,,
FC(F)(F)C(=C)C(F)(F)C(F)(F)F,DTXSID80447691,,
CC(C(F)(F)F)C(F)(F)C(F)(F)F,DTXSID80449670,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC=C,DTXSID80454860,,
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,DTXSID80474568,,
FC1(F)C(=C(C1(F)F)C1(F)C(F)(F)C(F)(F)C1(F)F)C1(F)C(F)(F)C(F)(F)C1(F)F,DTXSID80501348,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C#C,DTXSID80505826,,
FCC(F)(F)C(F)(F)C(F)(F)C(F)F,DTXSID80507663,,
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C#C,DTXSID80531145,,
FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID00226440,,
FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C1(F)F,DTXSID0036926,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID00380031,,
FC(F)(CC=C)C(F)(F)C(F)(F)C(F)(F)CC=C,DTXSID00380854,,
FC1C(F)C(F)C(C(F)C1F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID00430904,,
FC1=C(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,DTXSID00448605,,
F\C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID00469991,,
FC(F)(C1=CC=CC=C1)C(F)(F)C(F)(F)C1=CC=CC=C1,DTXSID00524433,,
FC(C(F)(F)F)C(F)(F)C(C1=CC=CC=C1)C1=CC=CC=C1,DTXSID00528355,,
FC1(F)C2CC2C1(F)F,DTXSID00548578,,
FC(F)(F)C(=C(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,DTXSID00561101,,
FC(=C(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,DTXSID00583621,,
FC(F)(F)C(F)(F)CC=C,DTXSID00600903,,
FC1(F)CC(F)(F)C1(F)F,DTXSID00620126,,
CC(=C)C(F)(F)C(F)F,DTXSID00698623,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC=CC1=CC=CC=C1,DTXSID00706191,,
FC(F)C(F)(F)C(F)(F)C(F)F,DTXSID0073900,,
FC1(F)C2(F)C(F)(F)C12F,DTXSID00758933,,
CC(C)=CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID00760218,,
FC(F)C1(F)C(F)(F)C(F)=C(F)C(F)(F)C1(F)F,DTXSID00766654,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1CCCCCC1,DTXSID00775923,,
FC(=C(F)C(F)(F)C(F)(F)F)C1=CC=CC=C1,DTXSID00822683,,
FC(F)C(F)C(F)(F)F,DTXSID00861931,,
FC(F)(F)C(=C(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,DTXSID00880248,,
CCCCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID00881376,,
FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C12F,DTXSID00893338,,
CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID00895155,,
CCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID00895170,,
FC(F)(F)C(F)(F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,DTXSID00895216,,
FC(F)(F)C(F)(F)C=CC(F)(F)C(F)(F)C(F)(F)F,DTXSID00895231,,
CCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID00895276,,
FC=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID00895291,,
CCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID00895296,,
CCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID00895357,,
CCCC\C=C\C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID00896662,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)\C=C\C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID00896687,,
FC(F)C(F)C(F)F,DTXSID00947103,,
FC1(F)C2=CC=CC3=CC=CC(=C23)C1(F)F,DTXSID101022989,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,DTXSID101023399,,
FC(=CC(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID101026686,,
FC(=CC(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID101026698,,
CC(C)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID101032623,,
FC(F)(F)C(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)C(F)(F)F)C1(F)F,DTXSID101032811,,
CC=CC(F)(C(F)(F)F)C(F)(F)C(F)(F)F,DTXSID101045692,,
FC(F)C(F)(F)C(F)(F)C(F)=C(C(F)(F)F)C(F)(F)F,DTXSID10791336,,
CCCCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID10840257,,
CC1=CC2=C(CC(F)(F)C2(F)F)C=C1,DTXSID10840838,,
CC(C)(C)C\C=C(/F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID10848036,,
CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID10871521,,
FC(F)=C(F)C(F)(F)C(F)(F)F,DTXSID10880133,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,DTXSID10880158,,
F\C(=C(/F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,DTXSID10880198,,
FC(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID101026836,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCC=C,DTXSID101047650,,
FC(F)=C(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID101193695,,
CCC1=CC=C(C=C1)C(F)(F)C(F)(F)F,DTXSID101239972,,
FC(C=C)C(F)(F)F,DTXSID101309135,,
FC1=CCC(F)(F)C1(F)F,DTXSID101348074,,
FCCC(F)(F)C(F)F,DTXSID101358782,,
FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID10191034,,
FC1(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,DTXSID10191039,,
FCC(F)(F)F,DTXSID1021324,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C,DTXSID10232971,,
FC(F)C(F)(F)F,DTXSID1024251,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID10375110,,
CCCC\C=C\C(F)(F)C(F)(F)C(F)(F)F,DTXSID10379279,,
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)=C(F)F,DTXSID10379850,,
CCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID10379855,,
CCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID10381978,,
FC1=C(F)C(F)=C(F)C2=C1C(F)(F)C(F)(F)C2(F)F,DTXSID10430859,,
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,DTXSID10436078,,
CC(F)C(C)(F)F,DTXSID10445908,,
FC(=C(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,DTXSID10450259,,
FC(F)(F)C(F)(F)C1=CC=CC=C1,DTXSID10461582,,
FC1(F)C=CC(F)(F)C1(F)F,DTXSID10461880,,
FC(F)(F)C(F)(F)C1CCCCC1,DTXSID10468874,,
FC1=C(F)C2=C(C(F)=C1F)C(F)(F)C(F)(F)C(F)=C2F,DTXSID10501194,,
FC1(F)C2=CC=CC=C2C(F)(F)C1(F)F,DTXSID10508825,,
FC1C(F)(F)C(F)=C(F)C(F)(F)C(F)(F)C1(F)F,DTXSID10515736,,
FC1=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)=C1,DTXSID10524505,,
FC#CC(F)(C(F)(F)F)C(F)(F)F,DTXSID10542668,,
FC(F)C1=C(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,DTXSID10547012,,
CC1=CC=C(C=C1)C(F)(F)C(F)(F)F,DTXSID10556048,,
FC1CCC(F)(F)C1(F)F,DTXSID10590947,,
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID10616671,,
CC(F)(F)C(F)(F)C(F)(F)C(F)=C(F)F,DTXSID10621124,,
CC(CC(F)(F)C(F)(F)F)=C(F)F,DTXSID10631920,,
FC(=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,DTXSID10694136,,
FC(=C(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID10706485,,
FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C=C,DTXSID10711635,,
CC(F)(F)C(F)F,DTXSID1074046,,
FC(F)C(F)(F)C(F)(F)C(F)=C,DTXSID1074595,,
FC(=C(CC=C)C(F)(F)F)C(F)(F)C(F)(F)F,DTXSID10880996,,
FC(=C(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(F)(F)C(F)(F)C(F)=C(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,DTXSID10893304,,
FCC(F)(F)C(F)(F)C(F)(F)F,DTXSID10894957,,
CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTXSID10895161,,
